Label,Field Type,Options/Other Details,Sub Category,Category,Unique ID,Description,Is Required,Is Hidden
Item Status,Dropdown,Still searching | Found and returned | Found awaiting claim | Not found | Donated/disposed | Other,Lost & Found,Miscellaneous,MS_LST_011,Current status of item,Yes,No
Issue Type,Multi-select Checkbox,Unqualified advice given | Conflicting information from different staff | Pushy supplement sales | Medical advice given inappropriately | Dietary restrictions ignored | Unsafe recommendations | Other,Nutrition/Wellness Advice,Miscellaneous,MS_NUT_001,What nutrition/wellness issue occurred,Yes,No
Staff Member/Trainer,Dropdown,All trainers + all associates,Nutrition/Wellness Advice,Miscellaneous,MS_NUT_002,Who gave the advice,Yes,No
Topic of Advice,Multi-select Checkbox,Supplements | Diet/meal plans | Weight loss | Medical condition | Injury recovery | Performance enhancement | General wellness | Other,Nutrition/Wellness Advice,Miscellaneous,MS_NUT_003,What was advice about,Yes,No
Advice Given,Long Text,What was said,Nutrition/Wellness Advice,Miscellaneous,MS_NUT_004,Details of advice provided,Yes,No
Credentials/Qualification,Text,Does person have relevant credentials,Nutrition/Wellness Advice,Miscellaneous,MS_NUT_005,Advisor's qualifications,No,No
Client Impact,Multi-select Checkbox,No impact | Client confused | Client followed bad advice | Client experienced negative effects | Client complained | Other,Nutrition/Wellness Advice,Miscellaneous,MS_NUT_006,How did this affect client,Yes,No
Sales Pressure,Radio Button,Yes / No / N/A,Nutrition/Wellness Advice,Miscellaneous,MS_NUT_007,Was there pressure to buy products,Yes,No
Product Being Sold,Text,Name of supplement/product,Nutrition,,,,,
Issue Type,Multi-select Checkbox,Credits not transferring | Package not valid at all locations | Different policies across studios | Booking confusion | Inconsistent pricing | Different class offerings | Technology/system issues | Staff gave conflicting info | Other,Multi-location Issues,Miscellaneous,MS_MLT_001,What multi-location problem exists,Yes,No
Locations Involved,Multi-select Checkbox,All locations from standard list,Multi-location Issues,Miscellaneous,MS_MLT_002,Which studios are involved,Yes,No
Package/Product Type,Dropdown,All package types from standard list,Multi-location Issues,Miscellaneous,MS_MLT_003,What package/product,Yes,No
Detailed Issue Description,Long Text,Full explanation of problem,Multi-location Issues,Miscellaneous,MS_MLT_004,Complete description,Yes,No
Client Expectation,Long Text,What client thought would happen,Multi-location Issues,Miscellaneous,MS_MLT_005,Client's understanding,Yes,No
Actual Result,Long Text,What actually happened,Multi-location Issues,Miscellaneous,MS_MLT_006,Reality vs expectation,Yes,No
Communication Source,Dropdown,Website | App | Staff member at location 1 | Staff member at location 2 | Email | Phone call | Other,Multi-location Issues,Miscellaneous,MS_MLT_007,Where did client get info,No,No
Technology/System Issue,Radio Button,Yes / No,Multi-location Issues,Miscellaneous,MS_MLT_008,Is this a tech problem,Yes,No
System Details,Long Text,Technical details of system issue,Multi-location Issues,Miscellaneous,MS_MLT_009,Tech problem specifics,No,No
Client Impact,Dropdown,Unable to book class | Lost credits | Financial loss | Scheduling disruption | Frustration only | Other,Multi-location Issues,Miscellaneous,MS_MLT_010,How was client affected,Yes,No
Resolution Required,Long Text,What needs to happen,Multi-location Issues,Miscellaneous,MS_MLT_011,How to fix this,Yes,No
Feedback System Issue,Multi-select Checkbox,No way to provide feedback | Feedback form not working | Feedback not acknowledged | No response received | Response took too long | Dismissive response | Retaliation for negative feedback | Fear of retaliation | Other,Feedback System,Miscellaneous,MS_FDB_001,What feedback system problem exists,Yes,No
Feedback Channel Used,Multi-select Checkbox,In-person to staff | Email | Phone | Survey | Social media | Third-party review site | This ticketing system | Other,Feedback System,Miscellaneous,MS_FDB_002,How did client try to give feedback,Yes,No
Original Feedback Topic,Dropdown,Trainer | Class experience | Facilities | Billing | Customer service | Product/retail | Policy | Other,Feedback System,Miscellaneous,MS_FDB_003,What was feedback about,Yes,No
Original Feedback Date,Date,When was feedback given,Feedback System,Miscellaneous,MS_FDB_004,When did client provide feedback,No,No
Response Received,Radio Button,Yes / No,Feedback System,Miscellaneous,MS_FDB_005,Was feedback acknowledged,Yes,No
Days Until Response,Number,How long client waited,Feedback System,Miscellaneous,MS_FDB_006,Response time,No,No
Quality of Response,Dropdown,Helpful and professional | Acknowledged but unhelpful | Dismissive | Defensive | No response | N/A,Feedback System,Miscellaneous,MS_FDB_007,How was feedback handled,No,No
Retaliation Concern,Radio Button,Yes - suspected | Yes - confirmed | No | N/A,Feedback System,Miscellaneous,MS_FDB_008,Was there retaliation,Yes,No
Retaliation Details,Long Text,Description of retaliatory behavior,Feedback System,Miscellaneous,MS_FDB_009,What happened,No,No
Staff Member Involved,Dropdown,All staff and trainers,Feedback System,Miscellaneous,MS_FDB_010,Who handled feedback poorly,No,No
Client Current Status,Dropdown,Still active and satisfied | Active but frustrated | Considering leaving | Already left | Other,Feedback System,Miscellaneous,MS_FDB_011,How has this affected relationship,Yes,No
Detailed Description,Long Text,Full account of feedback experience,Feedback System,Miscellaneous,MS_FDB_012,Complete description,Yes,No
Improvement Suggestion,Long Text,How to improve feedback system,Feedback System,Miscellaneous,MS_FDB_013,What would make this better,No,No
